Word	AFINN	freq	avg_AFINN	sd_AFINN
potiti	4	1	4.140	0.000
potnica	-2	6	-2.318	3.002
potnik	1	348	0.542	2.504
potnikov	3	1	2.890	0.000
potniški	1	220	0.727	2.437
potočnjak	0	1	0.390	0.000
potok	0	12	-0.339	2.227
potokar	-1	4	-1.485	1.250
potolažiti	-1	3	-0.860	1.250
potolči	-3	3	-2.527	0.722
potomec	2	4	1.640	1.768
potomka	3	1	2.890	0.000
potoniti	-3	44	-2.830	1.502
potop	-1	25	-1.193	2.375
potopen	0	1	0.390	0.000
potopisen	4	1	4.140	0.000
potopitev	-1	5	-0.760	1.140
potopiti	-1	28	-0.735	2.311
potovalen	0	25	0.442	2.164
potovalka	-2	1	-2.110	0.000
potovanje	1	114	0.860	2.035
potovati	1	77	0.660	2.331
potožiti	-3	11	-2.565	1.400
potrata	0	12	-0.027	1.539
potraten	-1	13	-0.988	1.599
potratnež	0	1	0.390	0.000
potratnost	1	2	1.015	2.652
potrdilo	0	95	-0.184	1.730
potrditev	0	174	0.397	1.627
potrditi	0	1445	-0.002	1.648
potreba	1	514	0.549	1.711
potreben	0	1268	0.362	1.691
potrebnost	2	2	1.640	1.768
potrebovati	0	1037	0.188	1.803
potrebščina	0	122	-0.479	1.973
potres	-1	93	-1.129	2.110
potresen	-1	15	-0.592	1.402
potrjevanje	0	18	-0.258	1.387
potrjevati	0	137	0.007	1.951
potrkati	1	5	0.890	2.092
potrojiti	3	17	2.566	2.771
potrošen	0	15	0.084	2.110
potrošiti	1	6	0.737	1.962
potrošnica	0	4	0.078	2.954
potrošnik	0	530	0.314	2.134
potrošnikov	1	4	1.328	0.625
potrošniški	0	80	-0.144	2.017
potrošništvo	0	1	0.390	0.000
potrošnja	0	206	-0.303	2.042
potrpeti	0	8	0.025	2.494
potrpežljiv	1	3	1.362	1.339
potrpežljivost	1	11	0.920	2.158
potrpljenje	-1	11	-1.087	2.001
potruditi	1	38	0.986	1.628
potuha	-2	5	-1.693	1.792
potujčevalen	3	1	2.890	0.000
potvarjanje	-3	2	-2.527	0.589
potvarjati	-2	3	-2.110	0.833
poučen	1	26	0.823	1.644
poučevanje	3	1	2.890	0.000
poučevati	1	15	1.164	2.542
poučiti	1	14	0.688	1.930
poudarek	1	108	0.940	1.914
poudariti	0	1865	0.253	1.776
poudarjanje	0	4	-0.235	0.722
poudarjati	0	781	-0.022	1.844
pouk	0	37	0.354	2.573
pouličen	-2	1	-2.110	0.000
poustvariti	3	1	2.890	0.000
povabilo	1	74	0.693	1.354
povabiti	0	161	0.447	1.493
povabljenec	-2	1	-2.110	0.000
povati	5	1	5.390	0.000
povečanje	0	626	0.359	2.065
povečati	1	1783	0.833	2.534
povečava	0	12	0.390	0.000
povečevanje	0	98	0.182	2.114
povečevati	0	306	-0.331	2.259
povečini	0	13	0.198	2.215
povedati	0	3762	0.045	1.864
poveličevanje	2	2	1.640	1.768
poveličevati	0	3	0.390	2.500
poveljevanje	3	1	2.890	0.000
poveljevati	3	1	2.890	0.000
poveljnica	0	1	0.390	0.000
poveljnik	1	22	0.674	2.180
poveljniški	-1	3	-1.277	3.819
poveljstvo	2	6	2.057	1.021
poverilen	3	2	2.890	0.000
poveriti	0	1	0.390	0.000
poverjenica	-2	1	-2.110	0.000
poverjenik	-1	1	-0.860	0.000
poveseliti	0	1	0.390	0.000
povesti	-1	6	-0.652	2.552
povezan	0	853	-0.266	1.753
povezanost	1	32	0.624	2.564
povezati	1	99	1.005	2.075
povezava	0	508	0.363	1.815
povezljiv	4	2	3.515	0.884
povezljivost	1	3	1.473	1.010
povezovalec	4	1	4.140	0.000
povezovalen	2	17	1.566	1.561
povezovalnik	0	1	0.390	0.000
povezovanje	1	133	0.785	1.690
povezovati	1	90	0.583	1.925
poviren	-2	1	-2.110	0.000
povirje	-1	1	-0.860	0.000
povišanje	0	167	-0.476	1.666
povišati	0	207	-0.129	2.458
poviševanje	1	3	0.807	1.443
poviševati	1	12	1.307	1.884
povišica	0	8	-0.146	2.023
povlečen	2	1	1.640	0.000
povleči	1	9	1.084	1.887
povod	-1	32	-1.212	1.717
povodec	2	2	1.640	1.768
povodje	0	7	-0.324	1.890
povoj	0	2	-0.235	0.884
povojen	-1	26	-0.799	2.053
povolilen	1	5	0.890	1.118
povorka	1	13	1.299	1.685
povoziti	-1	8	-1.329	2.983
povoženje	-2	1	-2.110	0.000
povprašan	-2	1	-2.110	0.000
povprašati	0	57	0.222	1.703
povpraševalec	2	2	1.640	1.768
povpraševalen	-1	1	-0.860	0.000
povpraševanje	0	742	-0.244	2.121
povpraševati	1	21	1.283	2.021
povprečen	0	770	0.032	1.971
povprečje	0	871	-0.219	2.289
povprečnež	-1	3	-1.277	2.887
povprečnina	0	1	0.390	0.000
povračilen	0	4	0.390	0.000
povračilo	0	104	0.105	1.819
povratek	0	13	0.326	1.946
povraten	1	35	0.747	1.902
povratnica	-1	6	-0.999	1.255
povratnik	-3	1	-3.360	0.000
povrh	0	4	-0.027	2.205
povrhu	0	10	0.015	2.704
povrnitev	-1	55	-0.690	1.697
povrniti	1	116	0.756	1.947
površen	-2	1	-2.110	0.000
površina	1	224	0.588	2.248
površinski	0	11	0.276	2.268
površje	1	16	0.755	2.438
površnost	-1	3	-0.721	1.463
povrtninarstvo	2	1	1.640	0.000
povsem	0	455	-0.094	1.896
povsod	0	63	-0.020	2.435
povšeči	0	1	0.390	0.000
povzdigniti	1	10	0.807	2.561
povzdigovati	-3	1	-3.360	0.000
povzemati	0	50	0.261	1.904
povzetek	0	29	-0.131	1.455
povzeti	0	71	-0.453	1.891
povzetje	-2	2	-2.110	0.000
povzpeti	1	405	0.938	2.652
povzročanje	-2	7	-1.931	1.125
povzročati	-1	198	-1.248	1.921
povzročitelj	2	17	1.640	2.119
povzročiteljica	-5	1	-4.610	0.000
povzročitev	-2	26	-2.038	2.124
povzročiti	-1	544	-1.402	1.949
power	-1	7	-0.503	2.004
pozaba	0	4	-0.235	2.165
pozabavati	3	2	2.890	0.000
pozabiti	0	118	0.245	2.313
pozabljati	-1	16	-1.094	0.938
pozabljivost	-2	1	-2.110	0.000
pozament	0	1	0.390	0.000
pozanimati	1	24	1.206	1.354
pozapreti	-3	2	-3.360	1.768
pozavarovalen	1	9	1.171	1.145
pozavarovalnica	0	182	0.129	2.289
pozavarovanje	2	2	1.640	1.768
pozdrav	0	5	0.390	2.339
pozdraven	2	3	2.057	1.443
pozdraviti	1	104	0.957	1.765
pozdravljati	1	56	0.799	1.733
pozeb	1	1	0.890	0.000
pozeba	0	17	0.101	1.318
pozeleneti	3	1	2.890	0.000
pozen	-1	81	-0.623	1.610
pozicija	1	90	0.545	1.793
pozicijski	3	1	2.890	0.000
pozicioniran	2	3	2.057	1.443
pozicionirati	2	3	1.640	1.250
pozidati	-5	1	-4.610	0.000
pozidava	-1	10	-1.443	2.622
pozimi	1	32	1.129	2.615
pozitiven	1	886	1.065	1.932
pozitivizem	0	2	0.390	0.000
pozitivno	1	276	1.337	1.988
poziv	0	374	-0.027	1.534
pozivanje	-1	4	-0.860	1.443
pozivati	0	325	0.020	1.646
poziven	1	2	1.432	1.473
poznan	0	30	0.348	1.928
poznanost	2	1	1.640	0.000
poznanstvo	1	10	0.890	2.058
poznati	0	371	-0.123	2.036
poznavalec	0	175	-0.257	1.817
poznavalka	-1	2	-0.860	1.768
poznavanje	1	31	0.848	2.378
poznič	3	1	2.890	0.000
pozno...	0	532	-0.326	1.620
pozor	-1	10	-0.610	1.748
pozoren	0	89	0.382	1.859
pozornost	0	188	0.351	1.980
pozvati	0	581	0.076	1.623
pozvoniti	0	2	-0.235	0.884
požar	-1	205	-0.935	2.092
požaren	1	26	0.807	2.311
požarnik	0	3	0.390	1.250
poželenje	2	1	1.640	0.000
požeti	1	11	1.299	2.627
požgati	-2	1	-2.110	0.000
požig	-2	13	-1.533	1.498
požigalec	-1	3	-0.860	2.165
požiganje	-2	1	-2.110	0.000
požigati	-3	2	-3.360	1.768
požigosati	3	1	2.890	0.000
požiranje	-1	4	-0.756	1.042
požirati	3	1	2.890	0.000
požirek	-2	1	-2.110	0.000
poživitev	2	2	2.265	2.652
požrešen	0	2	0.182	0.295
požreti	-1	5	-1.027	1.807
požrtvovalen	0	1	0.390	0.000
požrtvovalnost	0	2	-0.235	4.419
požugati	-1	1	-0.860	0.000
požvižgati	-3	3	-2.943	1.443
po...	0	179339	-0.005	2.016
pp	-1	6	-0.610	2.710
ppm	0	1	0.390	0.000
ppp	-2	4	-1.798	0.625
pr	-2	10	-1.860	1.646
prababica	2	2	1.640	1.768
praded	5	1	5.390	0.000
pradedek	3	1	2.890	0.000
prag	-1	127	-0.633	1.788
pragmatičen	2	5	1.640	1.768
pragozd	2	4	1.640	1.443
prah	-1	68	-0.687	1.973
praha	2	2	1.640	0.000
praholovec	2	1	1.640	0.000
praksa	0	349	-0.117	1.850
prakticirati	0	2	0.390	0.000
praktičen	1	57	1.276	1.678
praktičnost	3	2	2.890	0.000
praktik	2	2	1.640	1.768
praktikum	2	1	1.640	0.000
pralen	2	22	1.735	2.205
pralnica	0	13	-0.219	2.741
prameter	2	1	1.640	0.000
pranje	-1	81	-1.058	2.167
praoče	0	1	0.390	0.000
praprotnica	0	1	0.390	0.000
praprotnik	1	7	1.164	2.673
prasad	0	3	-0.027	1.909
praska	-2	2	-2.110	0.000
praskati	3	1	2.890	0.000
prastar	-2	1	-2.110	0.000
prašek	1	12	1.015	1.958
prašen	1	7	1.104	2.023
prašič	-1	14	-0.572	2.291
prašiček	-3	2	-2.735	0.884
prašičereja	-3	2	-3.360	0.000
prašičji	0	16	0.301	3.749
praški	0	2	0.390	0.000
prašnikar	-1	7	-1.396	1.747
prati	-1	14	-0.711	3.275
prav	0	2507	-0.146	1.985
pravda	-1	10	-0.735	1.811
pravdanje	-1	6	-0.860	1.118
pravdati	-1	1	-0.860	0.000
pravden	-1	20	-0.881	1.786
praven	0	1076	-0.293	1.592
pravi	0	720	0.315	1.941
pravica	0	1488	-0.153	1.775
pravičen	1	80	1.096	1.931
pravičnik	2	1	1.640	0.000
pravičnost	1	37	1.119	1.994
pravilen	1	98	1.123	1.756
pravilnik	0	94	0.061	1.712
pravilnost	0	36	0.271	1.236
pravilo	0	506	0.081	1.704
praviloma	0	114	-0.121	1.667
praviti	0	2727	-0.102	1.938
pravkar	0	36	0.436	2.077
pravljica	1	14	1.328	1.931
pravljičen	3	3	3.307	2.602
pravnica	2	2	1.640	1.768
pravnik	0	79	-0.316	1.460
pravniški	-1	6	-1.485	1.531
pravništvo	0	1	0.390	0.000
pravnoformalen	3	1	2.890	0.000
pravnomočen	-1	110	-0.561	1.486
pravnomočnost	0	28	-0.235	1.784
pravnost	3	1	2.890	0.000
pravno...	0	233	-0.400	1.614
pravo	0	113	-0.198	1.492
pravobranilec	-1	7	-1.217	1.725
pravobranilka	-1	3	-1.277	1.443
pravobranilstvo	-1	28	-1.217	1.696
pravočasen	0	30	-0.343	1.755
pravočasno	0	122	-0.262	1.889
pravočasnost	3	1	2.890	0.000
pravokoten	0	2	-0.235	2.652
pravopisen	0	1	0.390	0.000
pravoslaven	1	10	0.946	2.175
pravosoden	0	129	-0.107	1.727
pravosodje	0	161	0.044	1.680
pravovarstven	-2	1	-2.110	0.000
pravo...	0	610	-0.196	1.737
pravšnji	0	2	-0.235	0.884
pravzaprav	0	133	-0.179	1.998
prazen	-1	111	-0.948	2.046
prazničen	1	50	0.677	2.158
praznik	1	208	0.684	2.157
praznina	0	10	0.182	1.803
praznitev	0	1	0.390	0.000
prazniti	1	8	1.328	2.290
praznjenje	2	3	2.057	0.722
praznovanje	0	36	0.274	2.919
praznovati	2	41	1.505	1.630
pražen	-1	2	-0.860	1.768
pražnji	0	1	0.390	0.000
pra...	0	12283	-0.075	1.912
pre	-2	10	-1.860	2.024
preambula	3	1	2.890	0.000
prebarvati	2	2	2.473	0.589
prebava	0	1	0.390	0.000
prebaven	-5	2	-4.610	0.000
prebavilo	0	3	-0.027	2.602
prebaviti	-2	1	-2.110	0.000
prebavljati	-2	2	-2.318	3.241
prebeg	2	1	1.640	0.000
prebeliti	2	1	1.640	0.000
prebežnik	0	1	0.390	0.000
prebijati	0	11	-0.405	2.638
prebiranje	0	1	0.390	0.000
prebirati	0	12	0.390	2.323
prebiti	0	69	0.299	2.287
prebivajoč	0	1	0.390	0.000
prebivalec	0	340	-0.115	2.266
prebivališče	1	35	0.610	1.426
prebivalka	-2	6	-1.693	2.458
prebivalstvo	0	244	0.102	2.140
prebivanje	1	13	0.807	2.087
prebivati	0	14	-0.056	1.741
preblisk	2	1	1.640	0.000
preblizu	1	3	0.807	1.909
preboden	-5	1	-4.610	0.000
preboj	1	47	1.188	2.009
prebojen	2	8	1.640	1.890
preboleti	-1	4	-1.485	2.394
prebolevati	-5	1	-4.610	0.000
prebosti	-2	1	-2.110	0.000
prebrati	0	297	0.355	1.188
prebrisan	-2	3	-1.693	1.909
prebroditev	0	5	-0.443	2.716
prebroditi	1	33	1.009	1.597
prebrskati	2	2	1.640	1.768
prebuditi	2	12	1.744	2.027
prebujati	2	8	1.952	1.736
prebujenje	0	3	0.251	2.295
precedenčen	2	2	1.640	1.768
precedens	0	2	-0.235	0.884
precej	0	1058	-0.205	2.051
precejkrat	-2	1	-2.110	0.000
precejšen	0	43	-0.443	2.259
precejšnji	0	157	-0.305	2.252
preceniti	0	10	0.015	0.844
precenjenost	0	6	-0.304	2.036
precenjevati	0	3	-0.027	0.722
precep	0	3	-0.304	0.636
precizen	-2	1	-2.110	0.000
prečen	0	11	0.049	1.944
prečesati	1	4	1.015	1.614
prečistiti	1	5	0.640	1.630
prečiščenje	-1	1	-0.860	0.000
prečiščevanje	-2	1	-2.110	0.000
prečiščevati	3	1	2.890	0.000
prečkanje	-1	7	-0.741	1.874
prečkati	1	18	1.223	2.011
prečnik	-2	2	-2.110	3.536
prečrpati	-1	5	-1.110	3.236
prečrpavanje	-4	2	-3.985	0.884
prečrtati	0	1	0.390	0.000
pred	0	5160	-0.251	1.938
predah	1	8	0.515	1.852
predahniti	0	1	0.390	0.000
predaja	0	63	-0.040	2.202
predajanje	3	1	2.890	0.000
predajati	2	4	1.640	1.443
predal	0	27	0.217	2.132
predalček	0	1	0.390	0.000
predaleč	-1	12	-1.242	1.287
predalnik	2	1	1.640	0.000
predan	0	35	0.495	1.922
predanost	2	10	1.515	1.905
predati	0	148	-0.019	1.741
predatorski	-1	5	-0.610	1.046
predavalnica	1	7	0.569	0.863
predavanje	1	55	1.420	1.615
predavatelj	2	24	1.675	1.438
predavateljica	1	8	1.171	1.326
predavati	0	12	0.348	1.437
predbožičen	1	8	0.859	2.106
predčas	3	1	2.890	0.000
predčasen	0	171	-0.233	1.536
preddverje	0	1	0.390	0.000
preddvor	-2	3	-2.110	2.500
preddvorski	3	1	2.890	0.000
predebel	-3	10	-2.943	1.250
predel	0	31	-0.193	2.315
predelati	2	21	1.541	2.353
predelava	1	77	0.579	2.059
predelen	2	3	1.640	2.165
predeljevati	-2	1	-2.110	0.000
predelovalec	0	7	0.390	2.282
predelovalen	0	139	-0.007	2.131
predelovalnica	-1	1	-0.860	0.000
predelovan	0	1	0.390	0.000
predelovanje	-1	1	-1.277	0.000
predelovati	1	4	0.598	1.382
predelski	2	1	1.640	0.000
preden	0	225	-0.179	1.764
predfinanciranje	0	1	0.390	0.000
predhoden	0	239	-0.448	2.202
predhodnica	0	15	-0.396	1.562
predhodnik	0	56	0.345	1.815
predihavati	3	1	2.890	0.000
predilnica	1	4	1.015	2.165
predimenzioniranost	-2	1	-2.110	0.000
predinsolvenčen	0	1	0.390	0.000
prediskutiran	-2	2	-2.110	0.000
prediskutirati	-1	4	-0.860	1.443
predizbira	0	1	0.390	0.000
predizbor	0	4	0.078	1.573
predjamski	0	3	0.390	2.500
predkazenski	-1	49	-1.099	1.243
predkrizen	0	5	0.390	1.531
predkupen	0	38	0.342	1.281
predkvalifikacija	-1	1	-0.860	0.000
predlaganje	1	9	0.714	1.455
predlagatelj	0	67	-0.375	1.602
predlagateljica	1	4	0.702	0.625
predlagati	0	1479	-0.071	1.502
predlani	0	128	-0.412	2.751
predlanski	-1	23	-0.588	2.336
predlanskim	-2	9	-2.249	2.114
predlog	0	3238	-0.183	1.535
predloga	0	37	0.263	1.742
predložen	0	24	-0.183	1.473
predložitev	0	25	-0.460	1.224
predložiti	0	174	-0.101	1.376
predmestje	-1	3	-0.860	2.165
predmet	0	212	0.111	1.824
predmeten	0	13	-0.251	1.222
predm.	3	2	2.890	0.000
prednaročilo	2	12	2.010	1.308
prednik	2	6	2.473	1.882
prednjačiti	0	11	-0.216	1.574
prednji	0	8	0.092	2.719
prednost	1	268	1.201	1.762
prednosten	0	226	0.104	1.752
prednovoleten	0	6	0.112	2.509
predober	0	2	-0.235	2.652
predobravnalen	-5	1	-4.610	0.000
predobravnaven	-1	12	-0.825	1.662
predodelitev	0	1	0.390	0.000
predodeljen	-1	1	-0.860	0.000
predodeljevati	0	1	0.390	0.000
predolg	-1	8	-0.912	1.167
predor	0	305	-0.116	1.833
predornina	-2	1	-2.110	0.000
predorski	1	9	1.484	1.407
predoziranje	3	1	2.890	0.000
predpasnik	5	1	5.390	0.000
predpis	0	185	-0.114	1.894
predpisati	0	28	-0.414	1.870
predpisovanje	-1	9	-0.999	1.318
predpisovati	0	16	-0.495	2.085
predplačilen	-2	1	-2.110	0.000
predplačilo	-1	2	-0.860	1.768
predplačnik	0	6	-0.235	0.685
predplačniški	0	7	0.152	1.150
predpogodba	0	12	-0.292	1.410
predpogoj	0	28	-0.042	1.494
predpostaviti	2	3	1.779	0.241
predpostavka	0	82	-0.231	1.578
predpostavljanje	-2	1	-2.110	0.000
predpostavljati	0	7	-0.384	2.539
predpranje	3	1	2.890	0.000
predpravica	0	1	0.390	0.000
predprazničen	0	6	-0.304	2.919
predpražnik	-2	6	-1.832	0.819
predpregled	2	1	1.640	0.000
predpresoja	0	4	0.390	2.887
predpriprava	1	7	0.926	2.378
predpripravljalen	2	1	1.640	0.000
predprodaja	2	14	1.819	1.231
predprostor	0	1	0.390	0.000
predračun	-1	5	-0.860	1.768
predračunski	0	3	-0.304	0.636
predrag	-1	42	-1.297	1.464
predragocen	2	1	1.640	0.000
predramiti	0	2	-0.443	0.589
predrazprodaja	2	1	1.640	0.000
predreferendumski	0	3	0.390	0.000
predrzen	-1	1	-0.860	0.000
predsednica	0	448	0.059	1.666
predsednik	0	5551	0.093	1.689
predsednikov	0	23	0.173	1.871
predsednikovanje	0	6	0.182	1.661
predsedniški	1	123	0.607	1.755
predsedovanje	1	104	1.107	1.618
predsedovati	0	48	0.104	1.487
predsedstvo	0	59	-0.056	1.511
predsezona	3	1	2.890	0.000
predsinočnji	-2	1	-2.110	0.000
predskakalec	0	1	0.390	0.000
predsodek	-1	5	-1.110	1.369
predstava	1	67	0.706	2.287
predstavitev	1	242	0.945	1.915
predstaviti	1	824	0.798	1.653
predstavitven	0	7	-0.086	1.452
predstavljan	0	1	0.390	0.000
predstavljanje	1	16	1.328	1.621
predstavljati	0	1038	0.180	2.018
predstavljiv	0	2	-0.235	0.884
predstavnica	0	140	-0.234	1.930
predstavnik	0	1674	0.060	1.629
predstavniški	0	37	0.289	1.763
predstavništvo	1	50	1.044	2.067
predstečajen	-2	1	-2.110	0.000
predstojnica	1	3	1.223	1.443
predstojnik	0	27	0.344	1.976
predstopnja	0	1	0.390	0.000
predšolski	0	20	0.078	2.258
predtekmovalen	1	2	1.015	0.884
predtekmovanje	2	2	1.640	1.768
predtem	0	36	0.008	1.819
predujem	-1	21	-1.381	1.122
predvajalnik	2	17	2.400	1.415
predvajanje	2	10	1.640	1.890
predvajati	1	22	1.072	1.879
predvčerajšnjim	-2	1	-2.110	0.000
predvečer	1	8	1.484	1.407
predvideti	0	84	-0.319	1.841
predvidevanje	-1	53	-0.538	1.778
predvidevati	0	631	0.014	1.817
predvidljiv	0	11	0.201	1.670
predvidljivost	2	3	1.640	1.250
predvidoma	0	533	0.313	1.549
predvolilen	0	83	0.081	1.394
predvsem	0	2438	0.058	2.066
predzadnji	-1	15	-0.554	2.038
predznak	1	20	0.557	2.541
pred...	0	29664	0.011	1.825
prefekt	0	2	0.390	0.000
prefektura	-1	3	-1.277	0.722
preferenca	0	6	0.182	1.661
preferenčen	0	2	0.182	0.295
prefinjen	-1	9	-0.860	2.652
preganjalec	0	2	0.390	0.000
preganjanje	-1	7	-1.039	2.440
preganjati	0	37	-0.488	1.901
pregelj	0	8	0.286	1.913
preglasitev	0	1	0.390	0.000
preglasiti	0	2	-0.235	0.884
preglasovanje	-1	4	-1.172	1.197
preglasovati	0	6	-0.235	1.723
preglavica	-2	15	-2.027	1.858
pregled	0	604	0.120	1.677
pregledati	0	176	0.147	1.655
pregleden	1	44	1.030	1.534
preglednik	0	4	-0.235	2.165
preglednost	1	36	0.818	1.769
pregledovan	3	1	2.890	0.000
pregledovanje	0	16	-0.183	2.151
pregledovati	0	39	0.230	1.584
pregnati	-1	22	-0.538	2.089
pregon	-1	110	-0.675	1.616
pregonljiv	-1	9	-0.814	1.205
pregorel	3	1	2.890	0.000
pregoreti	3	1	2.890	0.000
pregorevanje	-2	1	-2.110	0.000
pregovarjati	-1	1	-0.860	0.000
pregovor	2	4	2.057	1.443
pregovoren	-1	2	-0.860	1.768
pregovoriti	1	4	1.015	2.165
pregrada	-2	9	-1.753	1.725
pregraden	0	2	-0.027	0.589
pregreha	1	2	1.015	2.652
pregrešen	0	1	0.390	0.000
pregreti	3	1	2.890	0.000
pregretost	-1	5	-1.277	1.531
pregrevalnik	2	1	1.640	0.000
pregrevanje	-1	14	-0.711	1.092
pregrevati	1	8	0.546	1.822
prehajanje	-1	10	-0.860	1.667
prehajati	0	17	0.145	2.210
prehiter	-3	8	-2.631	1.873
prehiteti	1	57	1.082	2.054
prehitevalen	-4	5	-3.985	1.250
prehitevati	-1	16	-0.964	1.268
prehlad	-1	15	-0.562	1.771
prehladen	0	3	0.390	2.500
prehladiti	-5	1	-4.610	0.000
prehod	0	298	-0.196	2.204
prehoden	0	74	0.020	1.598
prehoditi	1	10	1.432	2.343
prehodnost	0	2	-0.235	2.652
prehospitalen	0	1	0.390	0.000
prehramben	0	57	0.363	2.247
prehrana	1	120	0.701	2.210
prehranjevalen	-2	4	-2.422	0.625
prehranjevanje	1	10	1.098	2.051
prehranjevati	-1	5	-1.110	1.369
prehranski	0	54	0.491	1.924
preigravanje	-2	1	-2.110	0.000
preigravati	0	6	-0.235	2.201
preimenovan	0	3	0.390	3.307
preimenovanje	1	5	1.390	1.369
preimenovati	0	31	0.471	1.546
preiskanost	0	2	0.390	0.000
preiskati	0	20	-0.172	1.595
preiskava	-1	832	-0.719	1.652
preiskovalec	0	91	-0.375	1.389
preiskovalen	-1	176	-0.636	1.589
preiskovalka	0	1	0.390	0.000
preiskovanec	-1	2	-1.485	0.884
preiskovanje	-1	22	-0.822	2.155
preiskovati	-1	150	-1.050	1.620
preiti	0	102	0.071	1.824
preizkus	0	56	-0.142	2.008
preizkusen	-1	17	-1.228	2.062
preizkusiti	1	34	0.954	2.202
preizkus	0	56	-0.142	2.008
preizkušanje	0	7	-0.324	3.050
preizkušanje	0	7	-0.324	3.050
preizkušati	1	6	0.598	3.393
preizkušnja	0	26	0.278	1.854
prej	0	1069	0.192	2.098
preja	0	2	-0.235	0.884
prejem	0	97	-0.198	1.698
prejemanje	0	38	-0.385	1.939
prejemati	-1	228	-0.671	1.988
prejemek	0	137	0.000	1.625
prejemnica	0	13	0.166	1.781
prejemnik	0	96	0.137	1.926
prejeti	0	1609	-0.024	2.046
prejetje	-1	16	-0.704	1.930
prejšnji	0	1298	-0.130	1.923
prejšnjič	3	2	2.890	0.000
prejudic	-2	1	-2.110	0.000
prejudiciran	-2	1	-2.110	0.000
prejudiciranje	-2	4	-2.110	0.000
prejudicirati	0	17	-0.198	1.242
prej ko	1	3	1.362	0.867
prek	0	1105	0.168	1.928
prekanalizirati	-3	1	-3.360	0.000
prekašati	2	7	2.057	1.382
prekinitev	-1	244	-0.893	1.791
prekiniti	-1	292	-0.595	1.701
prekinitven	1	6	0.640	2.054
prekinjati	-1	8	-1.016	2.053
prekipeti	-2	10	-1.985	1.376
prekipevati	-3	1	-3.360	0.000
prekladalen	0	4	-0.027	0.722
prekladanje	0	1	0.390	0.000
prekladati	-2	1	-2.110	0.000
preklapljanje	-2	1	-2.110	0.000
prekletstvo	-1	4	-0.860	1.768
preklic	-1	60	-0.610	1.264
preklicati	-1	88	-0.589	1.168
preklicevanje	-1	1	-0.610	0.000
preklicevati	0	3	-0.166	1.735
preklinjati	-1	1	-0.860	0.000
preklop	0	3	-0.443	2.887
preklopiti	0	5	-0.360	1.677
preklopljen	-1	2	-0.860	1.768
prekmalu	0	1	0.390	0.000
prekmurski	1	14	1.372	1.910
preknjižba	-1	5	-1.360	1.118
preknjižen	-1	2	-0.860	1.768
preknjižiti	0	3	0.390	1.250
preko	0	358	0.244	2.034
prekolesariti	1	3	1.223	1.909
prekomeren	-1	19	-0.707	1.598
prekomorski	-3	1	-3.360	0.000
prekooceanka	0	1	0.390	0.000
prekooceanski	-1	2	-1.485	4.419
prekop	0	3	-0.443	1.443
prekopa	0	4	0.390	2.041
prekopirati	2	2	2.265	4.419
prekoračevanje	-3	1	-3.360	0.000
prekoračevati	-1	1	-0.860	0.000
prekoračitev	-1	27	-1.164	1.673
prekoračiti	-1	26	-1.254	1.890
prekositi	4	1	3.723	0.000
preko...	0	468	-0.052	2.118
prekrasen	4	2	4.140	0.000
prekratek	-2	4	-2.422	2.135
prekratkotrajen	2	1	1.640	0.000
prekriti	-1	11	-0.519	1.776
prekrivanje	-1	4	-0.548	1.197
prekrivati	0	6	-0.166	3.591
prekriven	-2	1	-2.110	0.000
prekrižati	-1	6	-1.068	2.426
prekršek	-1	86	-0.896	1.956
prekršiti	-2	9	-1.554	1.780
prekrškar	0	10	-0.485	2.209
prekrškoven	-1	31	-0.806	1.869
prekrvitev	3	3	2.890	0.000
prekuhavati	0	1	0.390	0.000
prekupčevalec	-1	2	-0.860	1.768
prekupčevati	3	1	2.890	0.000
prekvalificiranje	1	3	0.807	0.722
prekvalificirati	1	6	0.598	3.002
prekvalifikacija	1	7	1.342	1.397
prelaganje	-1	9	-0.582	1.502
prelagati	-1	16	-0.912	1.410
prelaz	0	8	0.078	1.602
prelep	3	1	2.890	0.000
prelepiti	-2	1	-2.110	0.000
prelepljenje	3	1	2.890	0.000
prelet	0	7	-0.235	3.331
preleten	3	1	2.890	0.000
preleviti	0	12	0.078	2.073
preležanina	-5	1	-4.610	0.000
preliminaren	0	11	-0.254	1.361
prelisičenje	-1	1	-0.860	0.000
prelisičiti	-3	1	-3.360	0.000
prelistati	2	1	1.640	0.000
preliti	0	31	-0.374	2.390
prelitje	-2	1	-2.110	0.000
preliv	1	2	1.015	0.884
prelivanje	-1	14	-1.187	0.913
prelivati	1	5	1.057	2.458
preliven	0	1	0.390	0.000
prelog	3	2	2.890	0.000
prelom	0	11	-0.292	1.168
prelomen	0	16	0.088	1.904
prelomiti	-1	6	-1.485	0.685
prelomnica	1	8	0.598	1.409
preložitev	-1	15	-0.610	1.353
preložiti	-1	74	-0.618	1.501
prema	-3	1	-3.360	0.000
premagati	1	76	1.392	1.594
premagovanje	1	24	0.633	2.099
premagovati	0	5	-0.360	3.010
premajhen	0	42	-0.423	1.702
premakniti	0	58	0.376	1.759
premalo	-1	227	-1.238	1.726
premamiti	-1	1	-0.860	0.000
premaz	2	9	1.796	1.558
premazen	3	1	2.890	0.000
premčev	0	1	0.390	0.000
premec	-1	2	-0.860	1.768
premer	2	2	1.640	1.768
premeriti	3	1	2.890	0.000
