Word	AFINN	freq	avg_AFINN	sd_AFINN
premestitev	0	9	-0.166	1.887
premestiti	0	23	-0.384	1.555
premešati	0	4	-0.235	2.976
premeščanje	0	11	-0.178	1.800
premeščati	-2	1	-2.110	0.000
premetavanje	-1	4	-1.172	1.197
premetavati	1	1	1.223	0.000
premičen	1	13	1.319	1.275
premičnina	1	8	0.546	1.558
premier	0	1065	0.290	1.708
premiera	2	13	1.736	1.193
premieren	2	2	2.265	0.884
premierjev	0	26	-0.267	1.700
premierka	0	113	0.021	1.732
premierkin	0	2	0.390	0.000
premierov	0	6	-0.027	2.582
premierski	2	5	2.390	1.118
premija	0	200	0.498	2.107
premijski	0	8	-0.384	1.975
premik	0	131	0.331	1.576
premikanje	2	6	2.265	2.054
premikati	1	30	0.596	2.245
preminiti	-2	5	-2.360	1.369
premirje	2	6	1.640	1.369
premislek	0	29	0.289	1.292
premisliti	0	82	-0.093	1.613
premišljanje	3	1	2.890	0.000
premišljenost	-1	1	-0.860	0.000
premišljevati	1	9	0.621	2.385
premlad	-2	1	-2.110	0.000
premlevati	0	4	-0.235	1.250
premnogo	-2	1	-2.110	0.000
premoč	-1	4	-1.172	1.875
premoči	2	15	1.640	1.637
premočrten	0	1	0.390	0.000
premog	0	107	0.217	1.814
premogoven	2	2	1.640	1.768
premogovnik	0	103	-0.375	1.779
premogovniški	0	1	0.390	0.000
premogovništvo	2	3	2.057	1.909
premontaža	2	2	1.640	1.768
premor	1	16	0.859	2.527
premostitev	0	11	-0.292	2.396
premostiti	0	10	-0.360	1.208
premostitven	0	32	-0.484	1.328
premostljiv	0	1	0.390	0.000
premoščanje	0	1	-0.027	0.000
premoščati	1	3	1.223	0.722
premožen	0	34	0.449	2.038
premoženje	0	1171	-0.312	1.710
premoženjski	-1	111	-0.783	1.989
premoženjskopraven	0	2	-0.235	0.884
premožnost	3	1	2.890	0.000
premrzel	0	2	0.390	3.536
prenagljenost	-2	1	-2.110	0.000
prenakazati	0	3	-0.027	0.722
prenakazilo	0	1	0.390	0.000
prenakupljen	3	1	2.890	0.000
prenapihnjen	-1	17	-0.835	1.860
prenapihnjenost	-1	1	-0.860	0.000
prenapolnjenost	-1	5	-1.485	1.250
prenašanje	-1	5	-0.860	1.768
prenašati	0	78	0.215	2.072
prenatrpanost	0	2	0.390	3.536
prenavljati	1	16	0.723	1.600
prenehanje	0	142	-0.417	1.297
prenehati	0	167	-0.436	1.897
prenekateri	1	4	1.015	0.722
prenesti	0	339	-0.077	1.713
preneumen	0	3	-0.443	1.443
prenevaren	-2	1	-2.110	0.000
prenizek	-1	50	-1.102	1.378
prenočevanje	2	3	2.057	1.443
prenočevati	2	5	1.640	1.531
prenočišče	2	8	1.819	1.967
prenočitev	1	107	0.826	2.578
prenočiti	3	6	2.682	2.552
prenočitven	3	1	2.890	0.000
prenos	0	370	0.140	1.677
prenosen	1	63	1.186	2.040
prenosljiv	1	5	0.557	0.373
prenosnik	1	8	0.702	1.736
prenova	1	157	0.761	1.825
prenovitev	-2	1	-2.110	0.000
prenoviti	2	34	1.542	1.764
preobčutljivost	-2	1	-2.110	0.000
preobilica	0	4	0.078	2.577
preobjesti	2	1	2.390	0.000
preobleka	3	1	2.890	0.000
preoblikovanje	0	114	0.271	1.730
preoblikovati	1	45	0.538	1.518
preobrat	0	78	0.249	1.588
preobrazba	1	19	0.517	1.485
preobraziti	2	2	2.265	0.884
preobremenitev	-1	5	-1.277	1.382
preobremeniti	-1	3	-0.721	3.155
preobremenjenost	-1	15	-1.277	2.249
preobrniti	0	2	-0.235	0.884
preobsežen	-2	3	-2.110	0.000
preoptimističen	-1	1	-0.860	0.000
preostajati	0	1	0.390	0.000
preostali	0	169	-0.085	1.936
preostanek	0	122	-0.150	1.556
preostati	0	65	-0.469	1.730
preoster	-2	1	-2.110	0.000
prepad	-1	34	-0.885	1.858
prepakiran	0	1	0.390	0.000
prepakirati	0	1	0.390	0.000
preparat	1	4	0.807	2.282
preparati	-5	1	-4.610	0.000
prepeljati	1	51	1.023	2.292
prepevanje	0	1	0.390	0.000
prepevati	3	2	2.890	0.000
prepih	-1	8	-1.016	1.695
prepir	-1	13	-1.148	2.114
prepiranje	-1	1	-0.860	0.000
prepirati	-2	6	-1.624	1.633
prepirati	-2	6	-1.624	1.633
prepis	1	5	0.640	1.369
prepisati	-1	11	-1.087	2.489
prepisovanje	-2	1	-2.110	0.000
prepisovati	0	3	-0.443	1.443
preplačati	-2	11	-1.580	2.133
preplačevati	-3	2	-2.735	0.884
preplačilo	-1	6	-1.277	2.041
preplah	-1	14	-0.622	1.325
preplastitev	0	4	0.390	2.041
preplastiti	0	1	0.390	0.000
preplašen	-1	1	-0.860	0.000
preplašiti	-2	1	-2.110	0.000
preplaviti	-1	11	-0.519	2.567
preplet	2	2	1.640	1.768
prepletanje	0	4	0.390	2.041
prepletati	3	4	2.578	2.366
prepletenost	-2	4	-2.110	1.021
preplezati	2	6	2.057	2.041
preplezati	2	6	2.057	2.041
preplitek	-2	1	-2.110	0.000
prepočasen	-1	12	-1.381	0.797
prepogosto	-1	10	-1.235	1.672
prepoln	0	1	-0.443	0.000
prepolovitev	0	7	-0.443	1.863
prepoloviti	-1	47	-1.259	1.901
prepomemben	0	1	0.390	0.000
preporod	1	6	1.223	2.041
prepotovati	4	2	3.515	0.884
prepotreben	-1	5	-0.610	1.630
prepoved	0	182	-0.377	1.725
prepovedati	-1	134	-0.676	1.614
prepovedovati	-1	65	-0.502	1.462
prepozen	-1	8	-0.860	1.637
prepoznanje	0	1	0.390	0.000
prepoznati	0	52	0.331	2.120
prepoznava	1	8	1.484	2.449
prepoznavanje	1	10	1.473	2.215
prepoznavati	2	7	1.997	2.673
prepoznaven	2	27	1.592	2.046
prepoznavnost	2	35	1.788	1.590
preprečen	1	5	1.390	2.236
preprečevanje	0	290	-0.328	1.762
preprečevati	0	59	0.018	1.959
preprečitev	0	47	0.244	1.932
preprečiti	0	415	-0.077	1.755
prepreden	3	1	2.890	0.000
prepreka	0	16	0.468	2.065
prepričanje	0	191	0.113	1.908
prepričati	0	247	0.410	2.067
prepričevanje	0	12	0.008	1.198
prepričevati	0	24	-0.443	1.593
prepričljiv	1	17	1.248	1.541
preprodaja	-1	28	-1.217	1.477
preprodajalec	0	10	-0.152	2.291
preprodajalka	-2	1	-2.110	0.000
preprodajati	-1	4	-1.172	1.875
preprodati	-1	4	-1.485	2.165
preproga	-1	8	-1.172	1.860
preprogramiranje	0	1	0.390	0.000
preprost	1	73	1.187	1.915
preprostost	0	2	0.390	0.000
prepusten	3	2	2.890	3.536
prepustitev	0	2	0.390	0.000
prepustiti	0	71	0.262	1.541
prepustnost	3	1	2.890	0.000
prepuščanje	1	3	1.223	1.443
prepuščati	0	13	0.377	1.088
preračun	-1	5	-0.610	1.369
preračunati	-1	6	-1.068	1.229
preračunavanje	1	3	1.223	1.443
preračunavati	0	2	-0.235	0.884
preračunljiv	0	1	0.390	0.000
prerasti	0	19	-0.005	2.001
preraščanje	3	1	2.890	0.000
preraščati	-2	3	-2.110	0.000
prerazdeljevanje	0	2	0.390	0.000
prerazkošen	-1	2	-1.485	0.884
prerazporeditev	0	30	-0.041	1.931
prerazporediti	1	17	0.831	1.765
prerazporejanje	-1	2	-1.485	0.884
prerazporejati	0	4	0.390	1.021
prerazporejen	0	5	-0.277	0.757
prerekan	-1	21	-1.416	1.151
prerekanje	-1	4	-0.756	1.573
prerekati	-1	44	-1.438	1.155
preresen	1	1	1.223	0.000
prerez	2	3	1.640	1.250
prerezati	-2	1	-2.110	0.000
prerivanje	-3	5	-3.110	2.236
prerivati	-3	1	-3.360	0.000
prerok	-3	3	-2.943	2.887
prerokba	-1	2	-0.860	1.768
presad	0	5	-0.110	1.118
presaditev	1	2	1.015	2.652
presahniti	-3	3	-3.360	1.250
presečen	1	7	0.628	0.472
preseči	1	555	0.512	2.467
presedajoč	0	1	0.390	0.000
presedanje	-2	1	-2.110	0.000
presedeti	-2	2	-2.110	0.000
presedlati	0	1	0.390	0.000
preseganje	-1	14	-0.800	1.933
presegati	0	273	-0.209	1.987
presejalen	2	1	1.640	0.000
presek	-2	2	-2.110	0.000
presekati	0	12	-0.235	1.359
preselitev	0	19	-0.312	1.584
preseliti	0	152	-0.039	2.097
presen	-1	1	-1.277	0.000
presenečati	-1	56	-0.547	1.690
presenečenje	0	107	0.009	1.758
presenetiti	1	184	0.529	2.065
presenetljiv	0	73	-0.191	1.792
presesti	0	1	0.390	0.000
presežek	1	193	0.695	1.821
presežen	-1	209	-0.738	1.658
preseženost	0	1	0.390	0.000
presežnik	4	1	4.140	0.000
preska	2	2	2.265	0.884
preskakovanje	0	3	-0.027	3.146
preskočiti	1	7	1.342	2.874
preskok	2	5	1.890	0.959
preskop	-1	1	-0.860	0.000
preskrba	1	20	0.640	1.904
preskrbeti	0	1	0.390	0.000
preskrbljenost	2	1	1.640	0.000
preskrbovalen	2	3	2.196	0.636
preskromen	-1	2	-0.860	0.000
preskus	3	1	2.890	0.000
preslab	0	5	-0.110	2.739
preslaboten	-2	1	-2.110	0.000
presladek	-5	1	-4.610	0.000
presledek	-2	5	-2.360	0.559
preslepitev	-1	10	-1.110	1.646
preslepiti	-1	4	-1.485	1.250
preslica	3	1	2.890	0.000
preslišan	-2	2	-2.110	0.000
preslišati	0	7	0.152	1.460
presneti	0	1	0.390	0.000
presnova	3	2	2.890	0.000
presoditi	0	104	-0.089	1.670
presoja	0	164	0.229	1.369
presojanje	-1	10	-0.999	1.587
presojati	0	45	0.021	1.911
presojevalec	0	6	0.390	2.236
prespati	0	12	0.355	2.128
presplošen	-1	1	-0.860	0.000
press	0	8	-0.079	2.106
presse	0	3	-0.443	1.443
prestajanje	-1	22	-0.672	2.039
prestajati	0	17	-0.235	2.661
prestan	0	1	0.390	0.000
prestar	-3	3	-2.527	1.443
prestati	0	43	0.144	1.852
prestava	0	2	0.390	3.536
prestavitev	0	17	0.156	1.138
prestaviti	0	77	-0.160	1.369
prestavljanje	0	1	0.390	0.000
prestavljati	0	11	-0.065	1.508
presti	0	2	0.390	1.768
prestiž	-1	9	-0.582	1.366
prestižen	2	84	1.802	2.087
prestol	2	2	1.640	1.768
prestolnica	0	148	0.410	2.389
prestolničen	0	1	0.390	0.000
prestolonaslednik	3	2	2.890	0.000
prestolovanje	2	1	1.640	0.000
prestop	-1	11	-1.012	1.751
prestopanje	2	2	2.265	2.652
prestopati	-3	2	-3.360	1.768
prestopek	-2	2	-2.110	0.000
prestopen	0	1	0.390	0.000
prestopiti	0	27	-0.490	1.882
prestopnik	0	2	0.390	3.536
prestrašen	-2	17	-1.719	1.866
prestrašen	-2	17	-1.719	1.866
prestrašiti	-1	22	-1.476	1.614
prestrašiti	-1	22	-1.476	1.614
prestreči	0	2	-0.235	0.884
prestreti	0	1	0.390	0.000
prestrezanje	0	1	0.390	0.000
prestrezati	-1	1	-0.860	0.000
prestrm	-3	1	-2.527	0.000
prestrog	1	3	0.807	1.909
prestrukturiran	0	4	-0.339	1.680
prestrukturiranje	0	687	0.056	1.569
prestrukturirati	0	57	0.281	1.437
presuniti	0	1	0.390	0.000
presunkovit	-2	1	-2.110	0.000
presunljiv	-2	1	-2.110	0.000
presvet	3	1	2.890	0.000
prešeren	1	16	0.781	1.691
prešibek	-1	3	-1.277	3.819
prešteti	0	4	-0.235	0.722
preštetje	0	1	0.390	0.000
preštevati	-2	6	-1.693	0.645
preštevilčen	0	1	0.390	0.000
preštudirati	0	1	0.390	0.000
pretakanje	-1	2	-0.860	1.768
pretakati	-1	6	-0.791	1.035
pretečen	-2	3	-1.860	1.639
preteči	0	18	0.251	1.697
pretega	0	2	-0.235	0.884
pretegovati	-2	1	-2.110	0.000
pretehtati	0	17	0.267	1.080
pretek	0	36	-0.360	1.381
pretekel	0	762	-0.162	2.020
preteklost	0	356	-0.411	1.737
pretendent	0	1	0.390	0.000
pretentati	0	3	-0.443	2.887
pretep	-2	21	-2.348	1.751
pretepati	-1	4	-1.485	3.146
pretepsti	-3	10	-3.152	1.623
pretežen	-1	41	-0.860	1.573
pretih	-2	1	-2.110	0.000
pretihotapiti	0	4	0.390	3.536
pretipati	-2	1	-2.110	0.000
pretirati	-2	6	-1.693	1.021
pretiravanje	1	6	0.807	2.923
pretiravati	-1	8	-1.158	1.890
pretiti	-2	8	-1.808	0.635
pretkan	-3	1	-3.360	0.000
pretnja	-2	1	-2.110	0.000
pretočen	2	2	1.640	1.768
pretočiti	0	2	-0.235	2.652
pretočnost	1	12	0.598	2.433
pretok	0	76	-0.466	1.871
pretolči	-2	1	-2.110	0.000
pretopiti	-1	3	-0.860	1.250
pretovarjanje	0	1	0.390	0.000
pretovarjati	0	3	0.390	1.250
pretovor	1	34	1.034	2.242
pretovoren	4	3	3.723	0.722
pretovoriti	0	6	0.390	3.791
pretres	0	30	0.112	1.826
pretresati	-2	19	-1.978	1.718
pretresljiv	0	3	-0.443	2.602
pretresti	-1	21	-1.237	2.181
pretrgati	-2	7	-2.289	1.125
pretrpeti	-2	2	-2.110	0.000
pretvarjanje	3	1	2.890	0.000
pretvarjati	-3	6	-2.527	2.923
pretveza	-2	14	-2.110	1.768
pretvorba	0	31	0.296	1.547
pretvoriti	0	40	0.219	1.549
pretvornik	2	4	1.640	1.443
preučen	-1	8	-1.329	1.628
preučevanje	1	6	0.598	1.840
preučevati	0	83	0.237	1.362
preučitev	1	25	0.507	1.426
preučiti	0	170	0.246	1.329
preudaren	0	8	0.338	2.010
preudarnost	2	1	2.057	0.000
preuranjen	-1	11	-0.784	1.315
preureditev	0	14	-0.056	1.670
preurediti	0	5	0.390	1.768
preurejanje	0	1	0.390	0.000
preurejati	0	1	0.390	0.000
preusmeritev	1	17	0.684	1.564
preusmeriti	0	49	-0.159	1.879
preusmerjanje	-1	6	-0.582	2.152
preusmerjati	0	8	0.234	2.260
preutrujenost	-2	1	-2.110	0.000
prevajalec	2	5	2.140	1.118
prevajalka	0	1	0.390	0.000
prevajalski	-3	1	-3.360	0.000
prevajanje	0	5	-0.110	2.739
prevajati	1	7	0.688	1.696
prevalitev	-1	2	-1.485	0.884
prevaliti	-2	16	-1.511	1.361
prevaljski	0	2	0.390	0.000
prevara	-2	59	-2.103	1.459
prevarant	-1	6	-0.860	2.236
prevarati	0	2	0.390	0.000
prevažanje	1	2	1.015	4.419
prevažati	-1	25	-0.577	2.828
preveč	-1	387	-0.650	1.871
prevedba	0	5	0.390	0.000
prevedriti	2	1	1.640	0.000
prevelik	-1	65	-0.946	1.772
preventiva	1	28	1.283	2.065
preventiven	1	56	0.811	1.776
preverba	1	4	0.702	1.573
preveritev	0	30	0.226	1.348
preveriti	0	427	0.244	1.664
preverjanje	0	80	-0.074	1.901
preverjati	0	169	0.090	1.651
preverjevalec	0	1	0.390	0.000
preverljiv	0	2	-0.235	0.884
prevesiti	-1	3	-0.860	1.250
preveslati	2	9	1.779	1.816
prevesti	1	8	0.702	1.736
prevet	-1	1	-0.860	0.000
prevetritev	0	9	-0.249	1.582
prevetriti	-1	8	-0.860	2.004
prevevati	1	3	1.223	0.722
prevezati	0	1	0.390	0.000
previden	0	105	0.487	1.831
previdnost	0	72	-0.131	1.825
previdnosten	0	1	0.390	0.000
previhariti	3	1	2.890	0.000
previs	-5	1	-4.610	0.000
previsok	-1	77	-0.971	1.792
previti	-1	1	-0.860	0.000
prevlada	0	15	0.196	1.760
prevladati	1	30	0.529	2.103
prevladovanje	2	1	1.640	0.000
prevladovati	0	97	-0.058	2.085
prevlečen	3	1	2.890	0.000
prevleka	0	34	0.188	1.786
prevod	1	14	0.688	1.991
prevoden	1	2	1.015	0.884
prevodnost	1	2	1.015	0.884
prevoz	0	364	-0.133	2.313
prevozen	1	41	1.018	2.008
prevoziti	0	26	0.066	3.005
prevoznik	0	339	-0.180	2.186
prevoznina	1	4	0.807	0.722
prevozniški	0	9	-0.027	1.976
prevozništvo	0	6	-0.235	1.311
prevoznost	2	2	1.640	1.768
prevpis	-1	3	-0.860	0.000
prevračanje	-5	1	-4.610	0.000
prevrednotenje	0	18	-0.073	2.214
prevrednotiti	-2	4	-1.693	1.559
prevrednotovalen	4	1	4.140	0.000
prevrniti	-4	7	-4.074	0.983
prevrtanje	0	1	0.390	0.000
prevzem	0	1041	-0.012	1.692
prevzemanje	-1	41	-0.586	1.637
prevzemati	0	102	0.200	1.673
prevzemen	0	395	0.190	1.420
prevzemnica	0	3	0.390	0.000
prevzemnik	0	80	0.181	1.194
prevzeti	0	850	0.227	1.612
prevzgojiti	-2	1	-2.110	0.000
prev.	-1	11	-0.785	1.463
prezadolženost	-1	37	-1.063	2.307
prezahteven	0	2	0.390	0.000
prezapleten	-2	2	-2.110	0.000
prezapletenost	-2	1	-2.110	0.000
prezaposlen	0	5	0.140	2.850
prezaposlenost	1	6	0.737	1.035
prezaposlitev	0	9	-0.490	1.646
prezaposliti	0	20	-0.298	2.193
prezaposljiv	0	2	-0.235	0.884
prezaposlovanje	0	2	0.390	1.768
prezasedenost	-1	4	-0.548	3.125
prezentacija	4	2	4.015	0.177
prezgodnji	-1	2	-0.860	1.768
prezir	-2	5	-1.610	2.092
prezirati	1	6	1.223	1.291
prezirljiv	-3	1	-3.360	0.000
prezračevalen	0	8	-0.146	1.417
prezračevan	-1	2	-1.485	0.884
prezračevanje	1	15	0.658	1.219
prezračevati	-2	1	-2.110	0.000
prezračiti	1	2	1.015	0.884
prezreti	0	22	0.341	2.125
prežati	-1	7	-1.039	2.544
prežemati	-2	1	-2.110	0.000
prežganje	-2	1	-2.110	0.000
preživel	-1	2	-1.485	0.884
preživeli	3	1	2.890	0.000
preživeti	0	198	-0.063	2.224
preživetje	0	98	-0.393	1.906
preživljanje	2	8	1.744	1.663
preživljati	-1	26	-0.594	1.968
preživnina	-2	5	-2.110	0.000
preživninski	0	25	-0.343	2.056
prežvečiti	-1	4	-1.172	2.954
pre...	0	67583	-0.026	1.899
prha	2	7	1.759	1.935
prhanje	0	7	0.033	2.673
prhati	-5	1	-4.610	0.000
pri	0	11256	-0.041	2.025
pribaltiški	0	1	0.390	0.000
pribežališče	0	21	0.053	1.819
pribežališčen	0	1	0.390	0.000
pribežnik	-1	2	-0.860	1.768
pribijati	-1	1	-0.860	0.000
pribitek	0	107	0.071	1.771
pribiti	-1	8	-1.172	1.736
približanje	-1	2	-0.652	3.830
približati	1	120	0.543	2.284
približek	0	2	0.390	1.768
približen	0	27	-0.193	1.855
približevalen	0	5	-0.110	1.118
približevanje	0	20	-0.027	2.225
približevati	0	51	-0.445	2.177
priboljšek	3	3	2.890	0.000
pribor	2	1	1.640	0.000
priboriti	2	12	1.848	2.433
pricurljati	-1	12	-1.485	1.250
priča	-1	116	-0.893	1.892
pričakati	1	34	0.562	2.351
pričakovanje	0	807	0.254	2.087
pričakovati	0	2332	0.015	1.879
pričanje	-1	37	-1.108	1.636
pričarati	3	3	2.890	1.250
pričati	-1	99	-0.730	1.915
pričenjati	1	6	1.432	1.229
pričeska	0	1	0.390	0.000
pričetek	1	12	0.633	1.426
pričeti	0	87	-0.085	2.195
pričevanje	-1	4	-0.548	1.197
pričujoč	-2	3	-1.693	1.909
pričvrstiti	0	1	0.390	0.000
prid	0	65	0.037	1.842
prida	-2	3	-2.277	2.255
pridati	0	3	-0.443	1.443
pridelati	-1	107	-1.194	2.709
pridelava	1	38	0.853	2.209
pridelek	1	54	0.539	2.401
pridelovalec	1	52	1.156	2.085
pridelovalen	0	1	0.390	0.000
pridelovalka	1	2	1.015	2.652
pridelovanje	-2	1	-2.110	0.000
pridelovati	1	6	1.223	2.458
priden	0	14	0.390	2.351
pridevnik	-1	2	-1.485	4.419
pridiga	2	1	2.057	0.000
pridiganje	-1	1	-0.860	0.000
pridih	1	5	1.140	2.092
pridnost	4	2	4.140	1.768
pridobitelj	0	2	0.390	0.000
pridobiten	1	4	1.015	1.250
pridobitev	0	351	0.486	1.747
pridobiti	1	1556	1.423	2.206
pridobitven	-2	1	-2.110	0.000
pridobivanje	0	173	0.054	2.018
pridobivati	1	149	0.906	1.898
pridonesti	0	1	0.390	0.000
pridružen	0	13	0.166	1.429
pridruževanje	2	3	2.057	1.443
pridruževati	0	22	-0.030	1.814
pridružitev	1	9	1.084	1.545
pridružiti	0	230	0.408	1.992
pridružitven	0	2	-0.235	0.884
pridrveti	-5	2	-4.610	0.000
pridržanje	0	29	-0.351	1.619
pridržati	-2	40	-1.548	1.996
pridržek	0	15	-0.443	1.220
pridrževanje	-2	1	-2.110	0.000
pridrževati	0	6	0.321	1.329
pridušati	-1	2	-1.485	0.884
priganjati	1	1	1.223	0.000
prigarati	-2	1	-2.110	0.000
priglasitev	0	16	0.078	1.070
priglasiti	0	27	-0.110	1.028
priglasitven	-2	1	-1.693	0.000
prigospodariti	-1	1	-0.860	0.000
prigovarjanje	3	1	2.890	0.000
prigovarjati	0	1	0.390	0.000
prigrabiti	-2	2	-2.318	0.884
prigrizek	2	12	2.244	2.173
prihajati	0	487	-0.191	2.014
prihod	0	201	0.261	2.249
prihodek	1	1839	0.649	2.617
prihoden	1	3	1.084	2.774
prihodkoven	0	35	-0.327	1.836
prihodnji	0	2658	0.236	1.895
prihodnjič	0	3	-0.027	0.722
prihodnost	1	547	0.656	1.940
prihranek	1	185	0.797	2.020
prihraniti	1	124	1.130	2.115
priigrati	4	2	4.140	1.768
priimek	1	8	1.015	1.157
prijatelj	0	164	0.255	1.959
prijateljev	-1	2	-1.485	2.652
prijateljevanje	0	1	0.390	0.000
prijateljica	1	9	0.668	2.403
prijateljski	0	42	-0.112	2.139
prijateljstvo	1	14	1.372	2.411
prijati	3	2	2.890	0.000
prijava	0	463	-0.204	1.824
prijaven	1	7	1.283	1.189
prijavitelj	0	29	-0.280	2.465
prijaviti	0	632	-0.434	1.907
prijavljanje	2	5	1.723	2.232
prijavljati	-1	34	-1.062	1.887
prijavnica	0	9	0.112	1.502
prijavnina	-1	2	-0.860	1.768
prijazen	2	116	1.768	1.906
prijaznost	2	11	1.665	2.802
prijem	0	17	0.390	1.875
prijemati	0	3	-0.443	1.443
prijeten	2	29	1.588	2.146
prijeti	-1	64	-0.580	2.215
prijetje	0	9	-0.443	3.307
prijokati	0	1	0.390	0.000
prikaditi	0	1	0.390	0.000
prikapljati	1	2	1.015	0.884
prikaz	1	24	0.737	2.169
prikazati	-1	50	-0.656	1.900
prikazovalnik	3	3	2.890	1.250
prikazovanje	0	7	0.211	2.216
prikazovati	0	60	-0.422	2.490
prikimati	1	4	1.328	1.197
prikimavanje	-2	1	-2.110	0.000
prikimavati	0	1	0.390	0.000
priklapljati	3	1	2.890	0.000
priklic	0	2	0.390	1.768
priklicati	-1	27	-0.943	1.697
priklikati	0	1	0.390	0.000
priključek	0	94	-0.240	2.316
priključen	0	13	0.198	2.336
priključevanje	0	1	-0.443	0.000
priključevati	-1	3	-0.860	1.250
priključitev	0	17	0.434	1.640
priključiti	1	35	0.635	1.559
priključitven	-2	1	-2.110	0.000
priključnina	-1	1	-0.860	0.000
priklop	2	10	1.501	1.318
priklopen	0	3	-0.443	1.443
priklopiti	1	5	0.890	4.108
priklopljen	0	2	0.390	3.536
priklopnik	2	3	1.640	2.165
prikolica	-1	15	-0.554	1.964
prikolovratiti	3	1	2.890	0.000
prikrajanje	0	2	-0.235	0.884
prikrajšanje	0	2	-0.235	0.884
prikrajšati	-2	8	-1.672	1.985
prikrasti	-1	2	-1.485	0.884
prikrit	-1	20	-1.485	2.127
prikriti	-2	28	-1.887	1.423
prikrivanje	-2	20	-1.735	1.677
prikrivati	-2	24	-1.784	1.317
prikrojitev	-2	1	-2.110	0.000
prikrojiti	-1	4	-0.860	2.500
prikupen	3	2	2.890	0.000
prikupiti	2	2	1.640	1.768
prilagajanje	0	71	0.301	1.946
prilagajati	0	65	0.165	1.963
prilaganje	0	1	0.390	0.000
prilagati	0	2	0.390	3.536
prilagoditev	0	51	0.140	1.827
prilagoditi	0	134	0.306	1.795
prilagoditven	-1	4	-0.548	0.625
prilagodljiv	1	17	0.949	2.146
prilagodljivost	1	11	1.185	2.390
prilastiti	-1	3	-0.860	1.250
prilaščanje	0	1	0.390	0.000
prileči	2	2	1.640	1.768
prileči	2	2	1.640	1.768
prilegati	2	1	1.640	0.000
prilepiti	2	4	1.952	1.875
prilesti	0	3	-0.027	4.018
prileteti	0	7	-0.324	3.050
prilika	-1	3	-1.277	1.443
priliti	1	2	1.015	2.652
priliv	0	129	-0.069	2.085
prilizovanje	-2	1	-2.110	0.000
prilizovati	0	1	0.390	0.000
priljubljen	1	110	1.409	2.006
priljubljenost	1	31	0.739	2.106
priloga	1	59	0.613	1.532
priložen	0	28	-0.056	1.452
priložitev	0	1	0.390	0.000
priložiti	0	26	0.416	1.587
priložnost	1	391	1.131	1.820
priložnosten	1	9	0.807	2.652
prim	0	15	-0.110	1.479
prima	0	10	-0.110	1.467
primajati	-5	1	-4.610	0.000
primakniti	1	8	1.067	1.739
primanjkljaj	-1	708	-0.939	1.911
primanjkovati	-1	51	-1.195	1.710
primaren	0	62	-0.027	1.998
primat	2	11	1.602	1.743
primec	0	1	0.390	0.000
primer	0	2826	-0.346	1.763
primera	-1	15	-1.082	1.849
primerek	2	8	1.744	1.792
primeren	0	400	0.425	1.875
primeriti	-2	2	-2.110	3.536
primerjalen	1	39	0.753	2.471
primerjalnik	1	5	0.840	1.806
primerjanje	0	4	-0.235	2.165
primerjati	0	86	0.248	1.953
primerjava	0	1458	0.027	2.396
primerljiv	0	172	-0.025	2.106
primerljivost	0	7	0.402	2.016
primernost	0	29	0.031	1.381
primeroma	0	2	0.390	0.000
primesten	0	19	0.194	1.916
primestje	1	2	1.432	1.473
primež	0	19	-0.334	2.160
primitivec	0	1	0.390	0.000
primitiven	0	3	-0.027	2.602
primitivizem	-1	1	-0.860	0.000
primo	0	4	0.494	2.215
primopredaja	0	24	-0.146	1.157
primopredajen	0	4	-0.027	0.722
primoranost	-3	1	-3.360	0.000
primorati	0	1	0.390	0.000
primorec	1	8	1.104	2.266
primorje	-1	491	-0.753	1.777
primorski	0	130	-0.306	2.037
primostek	2	2	1.640	1.768
primoštenski	-1	2	-0.860	1.768
primož	1	52	0.502	1.667
prinašalec	2	1	1.640	0.000
prinašati	1	239	0.590	1.955
princ	1	16	0.937	1.644
princesa	0	4	0.078	2.135
princeska	2	2	2.265	0.884
princip	1	31	0.605	2.102
prinčev	0	1	0.390	0.000
prinčič	5	1	4.557	0.000
prinesti	0	497	0.489	2.163
prinosnik	0	1	0.390	0.000
print	0	23	-0.298	2.966
priobalen	-1	6	-0.610	3.791
priokus	-1	8	-0.860	1.494
prioriteta	1	110	1.074	1.635
prioriteten	1	30	0.850	1.978
pripad	-1	4	-0.548	1.197
pripadanje	-1	1	-0.860	0.000
pripadati	0	156	0.146	1.684
pripadek	0	1	0.390	0.000
pripaden	1	3	0.807	3.146
pripadnica	0	2	0.390	1.768
pripadnik	-1	39	-0.646	2.740
pripadnost	1	20	0.675	2.265
pripasti	1	48	0.989	1.871
pripeljati	0	260	-0.425	2.261
pripeti	0	29	0.276	1.180
pripetiti	-1	9	-1.091	2.293
pripetljaj	-1	3	-0.860	0.000
pripirati	-3	1	-2.527	0.000
pripis	1	8	1.380	1.067
pripisati	-1	91	-0.529	2.053
pripisovati	0	93	-0.326	2.262
priplavati	0	4	0.390	2.041
priplaziti	-1	2	-0.860	1.768
pripluti	2	3	1.779	1.925
pripojitev	0	51	-0.113	1.438
pripojiti	0	24	0.010	1.528
pripojitven	2	1	1.640	0.000
pripomba	0	171	-0.218	1.509
pripominjati	-2	1	-2.110	0.000
pripomniti	0	14	0.122	1.972
pripomoček	1	36	0.841	2.575
pripomoči	1	202	1.219	2.238
priponka	2	4	1.640	1.443
